ORG_ID,ACCT_PER_DATE,ACTVY_PER_DATE,AFE_NUM,CC_NUM,CC_TYPE_CODE,COST_CENTRE_NAME_QBYTE,BUSINESS_UNIT,DIVISION,AREA,FIELD,SUB_FIELD,VP_REPORTING,MAJOR_ACCT,MINOR_ACCT,MAJOR_MINOR,ACCOUNT_DESCRIPTION,GROSS_NET,LEVEL_1_HIERARCHY,LEVEL_2_HIERARCHY,LEVEL_3_HIERARCHY,LEVEL_4_HIERARCHY,LEVEL_5_HIERARCHY,FIELD_OPEX_CLASS_TYPE,LI_AMT,REPORTING_CURR_AMT,LI_VOL,PROD_CODE,LI_REM,GOVERN_AGR_ID,GOVERN_AGR_TYPE_CODE,VOUCHER_NUM,VOUCHER_TYPE_CODE,VOUCHER_REM,NAME_1,CLIENT_ID,INVC_NUM,INVC_DATE,CREATE_USER,CREATE_DATE,VOUCHER_STAT_CODE,GL_POST_USER,LAST_UPDATE_DATE
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,81438,FAC,ACHESON PROPYLENE SPLITTER,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON PROPYLENE FACILITY,NULL,ACHESON PROPYLENE FACILITY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,500.00,500.00,0.00,,,1,OM,50303,OBO,104065 CN 755898310,CN,104065,755898310,2023-04-06,OPNINV1,2023-04-19 00:00:00.000,P,TGRAHAM,2023-04-19 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,85028,REF,PGR-PRINCE GEORGE REFINERY,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,600.00,600.00,0.00,,,1,OM,46966,OBO,104065 CN 755876505,CN,104065,755876505,2023-03-18,OPNINV1,2023-03-22 00:00:00.000,P,TGRAHAM,2023-03-22 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,81136,MRK,NGL - FSEEP,MIDSTREAM,FSEEP,EEPS,FSEEP,NULL,FSEEP,9910,415,9910.415,RAIL RACK LOADING FEE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.04 - LOADING FEE,LOADING FEE EXP,MKTOTH,15519.59,15519.59,0.00,,FSEEP RAIL LOADING FEE,1,OM,8349,ACCR,FSEEP MARKETING ACCRUAL MAR 2023,NULL,NULL,NULL,NULL,NGORING,2023-04-06 00:00:00.000,P,SBEARSS,2023-04-06 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,45000.00,45000.00,0.00,,MARCH REACCRUE REPAIRS AND MAINTENANCE,1,OM,8561,ACCR,PGR BRC LPG INTERCO RE-ACCRUES,NULL,NULL,NULL,NULL,CMAIRS,2023-05-05 00:00:00.000,P,SBEARSS,2023-05-05 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,85028,REF,PGR-PRINCE GEORGE REFINERY,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-25.00,-25.00,0.00,,,1,OM,51172,OBO,109478 Bulk Specialty Inc. 2397,BULK SPECIALTY INC.,109478,2397,2023-03-31,OPNINV1,2023-04-27 00:00:00.000,P,TGRAHAM,2023-04-27 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,85090,REF,100% TWR RAILCARS,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,300.00,300.00,0.00,,,1280,OM,46962,OBO,104065 CN 755876340,CN,104065,755876340,2023-03-18,OPNINV1,2023-03-22 00:00:00.000,P,TGRAHAM,2023-03-22 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,81147,FAC,ACHESON RAIL TERMINAL,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON RAIL TERMINAL,NULL,ACHESON RAIL TERMINAL,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,892.80,892.80,0.00,,,1,OM,45904,B2B,100910 Gregg Distributors LP 057-253339,GREGG DISTRIBUTORS LP,100910,057-253339,2023-03-09,OPNINV1,2023-03-15 00:00:00.000,P,TGRAHAM,2023-03-15 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,5198.18,5198.18,0.00,,APR 2023 - RAILCAR OTHER PPA ACCRUAL,1,OM,8528,ACCR,APR 2023 - RAILCAR OTHER PPA ACCRUAL,NULL,NULL,NULL,NULL,NTRATECH,2023-05-02 00:00:00.000,P,KDUHEME,2023-05-03 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,81329,FAC,BRC TOWER CONDY CONVERT,MIDSTREAM,BRC TOWER,BRC,BRC TOWER,NULL,BRC TOWER,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,500.00,500.00,0.00,,,1,OM,50298,OBO,104065 CN 755887926,CN,104065,755887926,2023-03-26,OPNINV1,2023-04-19 00:00:00.000,P,TGRAHAM,2023-04-19 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-30310.28,-30310.28,0.00,,20230331 RAIL CAR RENTAL CHARGES,1,OM,8346,ACCR,PGR BRC LPG INTERCO ACCRUAL,NULL,NULL,NULL,NULL,CMAIRS,2023-04-06 00:00:00.000,P,SBEARSS,2023-04-06 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,81438,FAC,ACHESON PROPYLENE SPLITTER,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON PROPYLENE FACILITY,NULL,ACHESON PROPYLENE FACILITY,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-63247.60,-63247.60,0.00,,LPG INTERCOMPANY ACCRUAL - LPG REVENUE PGR RAILCAR RENTALS,1,OM,8345,ACCR,RV ACCR 8345,NULL,NULL,NULL,NULL,CMAIRS,2023-04-06 00:00:00.000,P,SBEARSS,2023-04-11 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,35000.00,35000.00,0.00,,REPAIRS & MAINT ACCRUAL,1,OM,8602,ACCR,DEMURRAGE & REPARI & MAINT RE-ACCRUALS,NULL,NULL,NULL,NULL,RITAS,2023-05-08 00:00:00.000,P,SBEARSS,2023-05-08 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,182,NULL,RAILCAR RETURN COSTS,G,NULL,NULL,NULL,NULL,NULL,NULL,-215947.19,-215947.19,0.00,,MAR 2023 - RAILCAR OTHER PPA ACCRUAL,1,OM,8506,ACCR,MAR 2023 - RAILCAR OTHER PPA ACCRUAL,NULL,NULL,NULL,NULL,NTRATECH,2023-04-19 00:00:00.000,P,EDAVID,2023-04-19 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,85028,REF,PGR-PRINCE GEORGE REFINERY,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-500.00,-500.00,0.00,,,1,OM,51171,OBO,109478 Bulk Specialty Inc. 2396,BULK SPECIALTY INC.,109478,2396,2023-03-31,OPNINV1,2023-04-27 00:00:00.000,P,TGRAHAM,2023-04-27 00:00:00.000
1,2023-06-30 00:00:00.000,2023-03-31 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,-674.84,-674.84,0.00,,MAY 2023 - RAILCAR OTHER PPA ACCRUAL,1,OM,8689,ACCR,RV ACCR 8689,NULL,NULL,NULL,NULL,NTRATECH,2023-06-05 00:00:00.000,P,DKABASEL,2023-06-06 00:00:00.000
1,2023-05-31 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,-35000.00,-35000.00,0.00,,REPAIRS & MAINT ACCRUAL,1,OM,8602,ACCR,RV ACCR 8602,NULL,NULL,NULL,NULL,RITAS,2023-05-08 00:00:00.000,P,DKABASEL,2023-05-10 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,81329,FAC,BRC TOWER CONDY CONVERT,MIDSTREAM,BRC TOWER,BRC,BRC TOWER,NULL,BRC TOWER,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,300.00,300.00,0.00,,,1,OM,50307,OBO,104065 CN 755902651,CN,104065,755902651,2023-04-08,OPNINV1,2023-04-19 00:00:00.000,P,TGRAHAM,2023-04-19 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84160,MRK,CRUDE BY RAIL MARKETING,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,RAILCARS,NULL,RAILCARS,9820,177,9820.177,RAILCAR RENTAL EXPENSE - INTERCOMPANY,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.8 - INTRACOMPANY EXPENSES,3.8.16 - TRANSPORT FEE - INTRACOMPANY,TRANSPORT FEE - INTRACOMPANY,INTRA EXP,144493.54,144493.54,0.00,,MAR 2023 - RAILCAR ALLOCATION,1,OM,36475,GJE,MAR 2023 - RAILCAR ALLOCATION,NULL,NULL,NULL,NULL,NTRATECH,2023-04-06 00:00:00.000,P,KDUHEME,2023-04-10 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-63247.60,-63247.60,0.00,,LPG INTERCOMPANY ACCRUAL - LPG REVENUE PGR RAILCAR RENTALS,1,OM,8345,ACCR,PGR LPG RAILCAR RENTAL ACCRUAL,NULL,NULL,NULL,NULL,CMAIRS,2023-04-06 00:00:00.000,P,SBEARSS,2023-04-06 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,81438,FAC,ACHESON PROPYLENE SPLITTER,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON PROPYLENE FACILITY,NULL,ACHESON PROPYLENE FACILITY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,-102.62,-75.00,0.00,,MAR 2023 DETENTION CHARGES SPLITTERS PORTION,1,OM,14353,ARI,MAR 2023 TRAFIGURA DETENTION CHARGES,TRAFIGURA CANADA LIMITED,101094,NGL2303151R1DET,2023-05-01,CMAIRS,2023-05-03 00:00:00.000,P,SBEARSS,2023-05-05 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84137,MRK,RAM RIVER TOWER MARKETING,MIDSTREAM,RAM SECONDARY,RAM RIVER,RAM TOWER,NULL,RAM TOWER,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,960.00,960.00,0.00,,,1,OM,46963,OBO,104065 CN 755876479,CN,104065,755876479,2023-03-18,OPNINV1,2023-03-22 00:00:00.000,P,TGRAHAM,2023-03-22 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,85028,REF,PGR-PRINCE GEORGE REFINERY,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9820,177,9820.177,RAILCAR RENTAL EXPENSE - INTERCOMPANY,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.8 - INTRACOMPANY EXPENSES,3.8.16 - TRANSPORT FEE - INTRACOMPANY,TRANSPORT FEE - INTRACOMPANY,INTRA EXP,78814.66,78814.66,0.00,,MAR 2023 - RAILCAR ALLOCATION,1,OM,36475,GJE,MAR 2023 - RAILCAR ALLOCATION,NULL,NULL,NULL,NULL,NTRATECH,2023-04-06 00:00:00.000,P,KDUHEME,2023-04-10 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,322799.30,322799.30,0.00,,202302 MIDSTREAM PREPAID RECLASS,1,DB,8191,ACCR,RV ACCR 8191,NULL,NULL,NULL,NULL,MGRACHER,2023-03-08 00:00:00.000,P,BDALY,2023-03-28 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,-410.49,-300.00,0.00,,MAR 2023 DETENTION CHARGES,1,OM,14354,ARI,MAR 2023 TRAFIGURA DETENTION CHARGES,TRAFIGURA CANADA LIMITED,101094,NGL230312186DET,2023-05-01,CMAIRS,2023-05-03 00:00:00.000,P,SBEARSS,2023-05-05 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,81438,FAC,ACHESON PROPYLENE SPLITTER,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON PROPYLENE FACILITY,NULL,ACHESON PROPYLENE FACILITY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,300.00,300.00,0.00,,,1,OM,50301,OBO,104065 CN 755888083,CN,104065,755888083,2023-03-26,OPNINV1,2023-04-19 00:00:00.000,P,TGRAHAM,2023-04-19 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,81438,FAC,ACHESON PROPYLENE SPLITTER,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON PROPYLENE FACILITY,NULL,ACHESON PROPYLENE FACILITY,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,63247.60,63247.60,0.00,,03-2023 APS RAILCAR RENTAL ACCR,1,OM,8334,ACCR,03-2023 APS RAILCAR RENTAL ACCR,NULL,NULL,NULL,NULL,TWOITAS,2023-04-06 00:00:00.000,P,KDUHEME,2023-04-10 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,85028,REF,PGR-PRINCE GEORGE REFINERY,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,6000.00,6000.00,0.00,,,1,OM,46965,OBO,104065 CN 755876490,CN,104065,755876490,2023-03-18,OPNINV1,2023-03-22 00:00:00.000,P,TGRAHAM,2023-03-22 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,-102.62,-75.00,0.00,,MAR 2023 DETENTION CHARGES,1,OM,14353,ARI,MAR 2023 TRAFIGURA DETENTION CHARGES,TRAFIGURA CANADA LIMITED,101094,NGL2303151R1DET,2023-05-01,CMAIRS,2023-05-03 00:00:00.000,P,SBEARSS,2023-05-05 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,8360.51,8360.51,0.00,,MAR 2023 - OTHER RAILCAR ACCR,1,OM,8331,ACCR,MAR 2023 - OTHER RAILCAR ACCR,NULL,NULL,NULL,NULL,NTRATECH,2023-04-06 00:00:00.000,P,KDUHEME,2023-04-10 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,81438,FAC,ACHESON PROPYLENE SPLITTER,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON PROPYLENE FACILITY,NULL,ACHESON PROPYLENE FACILITY,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-63247.60,-63247.60,0.00,,03-2023 APS RAILCAR RENTAL ACCR,1,OM,8334,ACCR,RV ACCR 8334,NULL,NULL,NULL,NULL,TWOITAS,2023-04-10 00:00:00.000,P,EDAVID,2023-04-12 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,81438,FAC,ACHESON PROPYLENE SPLITTER,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON PROPYLENE FACILITY,NULL,ACHESON PROPYLENE FACILITY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,3600.00,3600.00,0.00,,,1,OM,46963,OBO,104065 CN 755876479,CN,104065,755876479,2023-03-18,OPNINV1,2023-03-22 00:00:00.000,P,TGRAHAM,2023-03-22 00:00:00.000
1,2023-09-30 00:00:00.000,2023-03-31 00:00:00.000,NULL,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,-50000.00,-50000.00,NULL,,MARCH REACCRUE REPAIRS AND MAINTENANCE,1,OM,9241,ACCR,RV ACCR 9241,NULL,NULL,NULL,NULL,CMAIRS,2023-09-08 00:00:00.000,P,SBEARSS,2023-09-20 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,182,NULL,RAILCAR RETURN COSTS,G,NULL,NULL,NULL,NULL,NULL,NULL,215947.19,215947.19,0.00,,MAR 2023 - RAILCAR OTHER PPA ACCRUAL,1,OM,8508,ACCR,MAR 2023 - RAILCAR OTHER PPA ACCRUAL,NULL,NULL,NULL,NULL,NTRATECH,2023-04-19 00:00:00.000,P,EDAVID,2023-04-19 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9840,110,9840.110,RENEWABLE RAILCAR LEASE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.13 - RENEWABLES FEES,RENEWABLES FEES,MKTOTH,205500.00,205500.00,0.00,,MARCH 2023 TWR FEES,1,OM,43173,API,MARCH 2023 TWR FEES,TIDEWATER RENEWABLES LTD,108876,PGR20230331-TWR-SUB,2023-03-31,ATORINO1,2023-04-05 00:00:00.000,P,KDUHEME,2023-04-10 00:00:00.000
1,2023-06-30 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,-15000.00,-15000.00,0.00,,MARCH REACCRUE DEMURRAGE,1,OM,8794,ACCR,RV ACCR 8794,NULL,NULL,NULL,NULL,CMAIRS,2023-06-08 00:00:00.000,P,SBEARSS,2023-06-19 00:00:00.000
1,2023-04-30 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,63247.60,63247.60,0.00,,LPG INTERCOMPANY ACCRUAL - LPG REVENUE PGR RAILCAR RENTALS,1,OM,8345,ACCR,RV ACCR 8345,NULL,NULL,NULL,NULL,CMAIRS,2023-04-06 00:00:00.000,P,SBEARSS,2023-04-11 00:00:00.000
1,2023-03-31 00:00:00.000,2023-03-31 00:00:00.000,,81266,FAC,RAM FU26 SUL HAND FAC SOUTH RAIL EXP,MIDSTREAM,RAM RIVER,RAM RIVER,RAM,NULL,RAM,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,593.00,593.00,0.00,,,1383,OM,45635,OBO,101079 CANADIAN NATIONAL 91676685,CANADIAN NATIONAL,101079,91676685,2023-03-01,OPNINV1,2023-03-14 00:00:00.000,P,TGRAHAM,2023-03-14 00:00:00.000
1,2023-07-31 00:00:00.000,2023-03-31 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,40000.00,40000.00,0.00,,,1,OM,9133,ACCR,ACCR REACCRUES TOP UPS,NULL,NULL,NULL,NULL,CMAIRS,2023-08-09 00:00:00.000,P,SBEARSS,2023-08-09 00:00:00.000
